"2","1","Helps to determine when they act in relation to other characters during the Action Turn.","Initiative (INIT): Your character’s Initiative stat helps to determine when they act in relation to other characters during the Action Turn.","Initiative (INIT)","Lucidity (LUC)","Moxie"
"2","1","Determines how often your character gets to act in an Action Turn. Certain morphs, implants, and other advantages may boost this up to a maximum of 4.","Speed (SPD): Determines how often your character gets to act in an Action Turn. Certain morphs, implants, and other advantages may boost this up to a maximum of 4.","Speed (SPD)","Reflexes (REF)","Coordination (COO)"
"2","1","Morph’s physical health (or structural integrity in the case of synthetic shells, or system integrity in the case of infomorphs). It determines the amount of damage your morph can take before you are incapacitated or killed.","Durability (DUR): Morph’s physical health (or structural integrity in the case of synthetic shells, or system integrity in the case of infomorphs). It determines the amount of damage your morph can take before you are incapacitated or killed.","Durability (DUR)","Trauma Threshold (TT)","Wound Threshold (WT)"
"2","1","Used to determine if you take a wound each time you take physical damage. The higher the value, the more resistant to serious injury you are.","Wound Threshold (WT): Used to determine if you take a wound each time you take physical damage. The higher the value, the more resistant to serious injury you are.","Wound Threshold (WT)","Trauma Threshold (TT)","Lucidity (LUC)"
"2","1","Measures mental health and state of mind rather than physical well being. Determines how much stress (mental damage) you can take before you are incapacitated or driven insane.","Lucidity (LUC): Measures mental health and state of mind rather than physical well being. Determines how much stress (mental damage) you can take before you are incapacitated or driven insane.","Lucidity (LUC)","Willpower (WIL)","Trauma Threshold (TT)"
"2","1","Determines if you suffer a trauma (mental wound) each time you take stress. A higher value means your mental state is more resilient against experiences that might inflict psychiatric disorders or other serious mental instabilities.","Trauma Threshold (TT): Determines if you suffer a trauma (mental wound) each time you take stress. A higher value means your mental state is more resilient against experiences that might inflict psychiatric disorders or other serious mental instabilities.","Trauma Threshold (TT)","Damage Bonus","Willpower (WIL)"
"2","1","Represents your character’s inherent talent at facing down challenges and overcoming obstacles with spirited fervor. More than just luck, it is your character’s ability to run the edge and do what it takes, no matter the odds.","Moxie: Represents your character’s inherent talent at facing down challenges and overcoming obstacles with spirited fervor. More than just luck, it is your character’s ability to run the edge and do what it takes, no matter the odds.","Moxie","Damage Bonus","Coordination (COO)"
"2","1","How much extra oomph your character can give their melee and thrown weapons attacks.","Damage Bonus: How much extra oomph your character can give their melee and thrown weapons attacks.","Damage Bonus","Wound Threshold (WT)","Somatics (SOM)"
"2","1","Aptitude for problem-solving, logical analysis, and understanding. It includes memory and recall.","Cognition (COG): Aptitude for problem-solving, logical analysis, and understanding. It includes memory and recall.","Cognition (COG)","Initiative (INIT)","Intuition (INT)"
"2","1","Skill at integrating the actions of different parts of a morph to produce smooth, successful movements. It includes manual dexterity, fine motor control, nimbleness, and balance.","Coordination (COO): Skill at integrating the actions of different parts of a morph to produce smooth, successful movements. It includes manual dexterity, fine motor control, nimbleness, and balance.","Coordination (COO)","Reflexes (REF)","Savvy (SAV)"
"2","1","Skill at following gut instincts and evaluating on the fly. It includes physical awareness, cleverness, and cunning.","Intuition (INT): Skill at following gut instincts and evaluating on the fly. It includes physical awareness, cleverness, and cunning.","Intuition (INT)","Cognition (COG)","Lucidity (LUC)"
"2","1","Capacity to act quickly. It encompasses reaction time, gut-level response, and the ability to think fast.","Reflexes (REF): Capacity to act quickly. It encompasses reaction time, gut-level response, and the ability to think fast.","Reflexes (REF)","Speed (SPD)","Initiative (INIT)"
"2","1","Mental adaptability, social intuition, and proficiency at interacting with others. It includes social awareness and manipulation.","Savvy (SAV): Mental adaptability, social intuition, and proficiency at interacting with others. It includes social awareness and manipulation.","Savvy (SAV)","Intuition (INT)","Moxie"
"2","1","Skill at pushing a morph to the best of its physical ability, including the fundamental use of the morph’s strength, endurance, and sustained positioning and motion.","Somatics (SOM): Skill at pushing a morph to the best of its physical ability, including the fundamental use of the morph’s strength, endurance, and sustained positioning and motion.","Somatics (SOM)","Reflexes (REF)","Coordination (COO)"
"2","1","Self-control, a character’s ability to command their own destiny.","Willpower (WIL): Self-control, a character’s ability to command their own destiny.","Willpower (WIL)","Lucidity (LUC)","Coordination (COO)"
"2","1","The Circle-A list for anarchists, argonauts and scum.","@-Rep: The Circle-A list for anarchists, argonauts and scum.","@-Rep","i-Rep","g-rep"
"2","1","CivicNet, used by the Planetary Consortium and hypercorp.","c-Rep: CivicNet, used by the Planetary Consortium and hypercorp.","c-Rep","g-Rep","f-rep"
"2","1","EcoWave, used by preservationists and reclaimers.","e-Rep: EcoWave, used by preservationists and reclaimers.","e-Rep","i-Rep","r-rep"
"2","1","Fame, the see-and-be-seen network used by socialites, artists, glitterati, and media.","f-Rep: Fame, the see-and-be-seen network used by socialites, artists, glitterati, and media.","f-Rep","g-Rep","r-rep"
"2","1","Guanxi, used by the Triads and numerous criminal entities.","g-Rep: Guanxi, used by the Triads and numerous criminal entities.","g-Rep","a-Rep","g-rep"
"2","1","The Eye, used by Firewall.","i-Rep: The Eye, used by Firewall.","i-Rep","e-Rep","a-rep"
"2","1","RNA Research Network Affiliation, used by technologists, scientists and researchers.","r-Rep: RNA Research Network Affiliation, used by technologists, scientists and researchers.","r-Rep","e-Rep","a-rep"
